"mcode","munnom","madr1","madr2","madr3","madr4","mcodpos","mcourriel","mweb","mtel","mfax","mcodedesi","mdes","mgentile","regadm","divrec","mrc","admregionale","horsmrcautoch","mdatcons","mdatregi","msuperf","mpopul","datelec","electype","delectype","elecmode","delecmode","divter","mcm","mcirc","msupft","maire","con1","con2","con3","con4","con5","con6","con7","con8","con9","con10","con11","con12","con13","con14","con15","con16","con17","con18","con19","con20","con21","con22","con23","con24","con25","con26","con27","con28","con29","con30","con31","con32","con33","con34","con35","con36","con37","con38","con39","con40","con41","con42","con43","con44","con45","con46","con47","con48","con49","con50","con51","con52","con53","con54","con55","con56","con57","con58","con59","con60","con61","con62","con63","con64","con65","con66","con67","con68","con69","con70","con71","con72","con73","con74","con75","dirgen","dirsecpub","tres","gref","sectres","polic","incen","loisir","trvpub","mesurg","urban","communic","permis","batim","nd"
"66112","Baie-D'Urfé","20410, chemin Lakeshore","Baie-D'Urfé","20410, chemin Lakeshore","Baie-D'Urfé","H9X1P7","info@baie-durfe.qc.ca","www.baie-durfe.qc.ca","5144575324","5144575671","10","Ville","","Montréal (06)","Montréal (66)","","","non","2006-01-01","","8.02","3710","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","Communauté métropolitaine de Montréal (663)","Jacques-Cartier (310)","6.03","Heidi Ektvedt","Anthony  Brown","Wanda Lowensteyn","Tom Thompson","Nadia Bissada","Brigitte Chartrand","Stephen Gruber","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nicolas Bouchard","","Julie MacDowell","Marie-Hélène Brunet","","","","","Nicholas Mavrias","","","Philippe St-Aubin","","",""
"98035","Baie-Johan-Beetz","15A, rue du N.","Baie-Johan-Beetz","15A, rue du N.","Baie-Johan-Beetz","G0G1B0","directiongenerale@baiejohanbeetz.qc.ca","www.baiejohanbeetz.qc.ca","4185390007","4185390205","05","Municipalité","Baie-Johannais,aise","Côte-Nord (09)","Minganie-Basse-Côte-Nord (98)","MRC Minganie (981)","","","1966-01-01","","532.06","79","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Duplessis (902)","337.22","Sébastien L'Écuyer","Étienne Lemieux","Sylvain Roy","Jacques Devost","Maryse Bourque","Luc Bourque","Denis Harvey","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Martin Côté","","","","Martin Côté","","","","","Martin Côté","","","Marina Boudreau","",""
"62918","Baie-Obaoca","","","","","","","","0000000000","0000000000","25","Territoire non organisé","","Lanaudière (14)","Matawinie (62)","MRC Matawinie (620)","","","1986-01-01","","1479.61","0","","B","En bloc / tout le conseil","","","","","Berthier (566)","1260.59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15065","Baie-Sainte-Catherine","308, rue Leclerc","Baie-Sainte-Catherine","C.P. 10","Baie-Sainte-Catherine","G0T1A0","municipalite@baiestecatherine.com","www.baiestecatherine.com","4186205020","4186205021","05","Municipalité","Baie-Catherinois, oise*","Capitale-Nationale (03)","Charlevoix-Est (15)","MRC Charlevoix-Est (150)","","","1903-11-04","","419.74","163","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Charlevoix--Côte-de-Beaupré (760)","232.39","Donald Kenny","Albert Dallaire","Léon Boulianne","Odette Ouellet","Guillaume Poitras","Manon Foster","Yvan Poitras","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mariève Bouchard","","","","Mariève Bouchard","","","Mariève Bouchard","Poste vacant","Mariève Bouchard","","","","",""
"16013","Baie-Saint-Paul","15, rue Forget","Baie-Saint-Paul","15, rue Forget","Baie-Saint-Paul","G3Z3G1","ville@baiesaintpaul.com","www.baiesaintpaul.com","4184352205","4184352688","10","Ville","Baie-Saint-Paulois, oise*","Capitale-Nationale (03)","Charlevoix (16)","MRC Charlevoix (160)","","","1996-01-03","","564.36","7600","2025-11-02","B","En bloc / tout le conseil","E","Élection","District","","Charlevoix--Côte-de-Beaupré (760)","546.09","Michaël Pilote","Xavier Bessone","Michel Fiset","Jean-François Ménard","Annie Bouchard","Gaston Duchesne","Ghislain Boily","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Gilles Gagnon","Alain Gravel","Isabelle Dufour","Émilien Bouchard","","Alain Gravel","","","Daniel Desmartaux","Gilles Gagnon","","Luce-Ann Tremblay","","",""
"96005","Baie-Trinité","28, route 138","Baie-Trinité","C.P. 100","Baie-Trinité","G0H1A0","directiongenerale@baie-trinite.quebec","baie-trinite.quebec","4189392231","4189392616","06","Village","Baie-Trinitois, oise*","Côte-Nord (09)","Manicouagan (96)","MRC Manicouagan (960)","","","1955-01-01","","538.74","426","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","René-Lévesque (906)","414.39","Étienne Baillargeon","Michel Paquet","Yvan Thibeault","Bernard Jourdain","Thérèse Gendreault","Carole Jourdain","Jean Proulx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Éric Doyle","","","","Éric Doyle","","","","","","","","","",""
"78050","Barkmere","199, chemin Barkmere","Barkmere","199, chemin Barkmere","Barkmere","J0T1A0","dg@barkmere.ca","www.barkmere.ca","8196813374","          ","10","Ville","Bark Laker","Laurentides (15)","Les Laurentides (78)","MRC Les Laurentides (780)","","","1926-03-24","","24.91","82","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Argenteuil (520)","18.32","Luc Trépanier","Marc Frédette","Stephen Lloyd","Jake Chadwick","Marie-Hélène Lemarbre","Kimberley Lamoureux","Kenneth Mann","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Martin Paul Gélinas","","","","Martin Paul Gélinas","","","","","Martin Paul Gélinas","","","","",""
"44045","Barnston-Ouest","2080, chemin Way's Mills","Ayer's Cliff   ","2080, chemin Way's Mills","Ayer's Cliff   ","J0B1C0","info@barnston-ouest.ca","www.barnston-ouest.ca","8198384334","8198381717","05","Municipalité","Barnstonnien, nienne*","Estrie (05)","Coaticook (44)","MRC Coaticook (440)","","","1946-01-01","","99.84","557","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Saint-François (110)","99.46","Johnny Piszar","Lucie Michaud","Ziv Przytyk","Virginie Ashby","Normand Vigneau","Julie Grenier","Cynthia Ferland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sonia Tremblay","","","","Sonia Tremblay","","","","","","","","Camille Gagnon-Tremblay","",""
"88022","Barraute","481, avenue 8e","Barraute","481, avenue 8e","Barraute","J0Y1A0","dg@municipalitebarraute.com","www.municipalitedebarraute.com","8197346574","8197345186","05","Municipalité","Barrautois, oise*","Abitibi-Témiscamingue (08)","Abitibi (88)","MRC Abitibi (880)","","","1994-01-05","","507.79","1936","2025-11-02","B","En bloc / tout le conseil","E","Élection","District","","Abitibi-Ouest (642)","493.07","Josseline  Lepage ","Michel Gagnon","Marie-Joëlle Desrosiers","Lucie Grenier","Joël Jobin","Manon Plante","Jérôme  Petit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Josée  Beauregard ","","Josée  Beauregard ","","Josée  Beauregard ","","Mario rivest","","","","","","","",""
"37210","Batiscan","795, rue Principale","Batiscan","795, rue Principale","Batiscan","G0X1A0","dg@batiscan.ca","www.batiscan.ca","4183622421","0000000000","05","Municipalité","Batiscanais, aise*","Mauricie (04)","Francheville (37)","MRC Des Chenaux (372)","","","1855-07-01","","58.74","1028","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Champlain (676)","43.22","Christian Fortin","Henriette Rivard ","Monique Drouin","Yves Gagnon","Pierre Châteauneuf","Sylvain Dussault","René Proteau","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Maxime Déziel-Gervais","","","","Maxime Déziel-Gervais","","Jean Bouchard","Stéphane Rouette","Frédéric Lessard","Maxime Déziel-Gervais","Claude Robert","","","",""
"66107","Beaconsfield","303, boulevard Beaconsfield","Beaconsfield","303, boulevard Beaconsfield","Beaconsfield","H9W4A7","administration@beaconsfield.ca","www.beaconsfield.ca","5144284400","5144284424","10","Ville","","Montréal (06)","Montréal (66)","","","non","2006-01-01","","24.4","19290","2025-11-02","B","En bloc / tout le conseil","E","Élection","District","Communauté métropolitaine de Montréal (663)","Jacques-Cartier (310)","11","Georges Bourelle","Dominique Godin","Martin St-Jean","Robert Mercuri","David Newell","Roger Moss","Peggy Alexopoulos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Patrice Boileau","","Robert Lacroix","Nathalie Libersan-Laniel","","","","","Marie-Claude Desrochers","","","","","",""
"85020","Béarn","28, rue 2e  N.","Béarn","C.P. 369","Béarn","J0Z1G0","dg@bearn.ca","www.municipalitebearn.com","8197264121","8197262121","05","Municipalité","Béarnais, aise*","Abitibi-Témiscamingue (08)","Témiscamingue (85)","MRC Témiscamingue (850)","","","1912-10-03","","552.44","777","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Rouyn-Noranda--Témiscamingue (636)","498.78","Luc Lalonde","Luc Turcotte","Rock Arpin","Daniel Parent","Sonia Beauregard","Mario Ouellet","Céline Lepage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Lynda Gaudet","","","","Lynda Gaudet","","","","","Daniel Parent","","","Ghada Ghannouchi","",""
"27028","Beauceville","540, boulevard Renault","Beauceville","540, boulevard Renault","Beauceville","G5X1N1","beauceville@ville.beauceville.qc.ca","www.ville.beauceville.qc.ca","4187749137","4187749141","10","Ville","Beaucevillois, oise*","Chaudière-Appalaches (12)","Robert-Cliche (27)","MRC Beauce-Centre (270)","","","1998-02-25","","166.39","6285","2025-11-02","B","En bloc / tout le conseil","E","Élection","District","","Beauce-Nord (806)","164.56","François Veilleux","David Veilleux","Jérôme Pomerleau","Nicole Jacques","Kevin Pomerleau","Patrick Mathieu","Vincent Roy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Serge Vallée","","Mélanie Quirion","Sandra Bernard","","","Daniel Fortin","François Langevin","Stéphane Poulin ","Serge Vallée","","Paul Morin","","",""
"70022","Beauharnois","660, rue Ellice, Bur. 100","Beauharnois","660, rue Ellice, Bur. 100","Beauharnois","J6N1Y1","janie.arseneau@ville.beauharnois.qc.ca","www.ville.beauharnois.qc.ca","4504293546","4504292478","10","Ville","Beauharlinois, oise*","Montérégie (16)","Beauharnois-Salaberry (70)","MRC Beauharnois-Salaberry (700)","","","2002-01-01","","83.4","14745","2025-11-02","B","En bloc / tout le conseil","E","Élection","District","Communauté métropolitaine de Montréal (663)","Beauharnois (218)","67.17","Alain Dubuc","Jocelyne Rajotte","Francis Laberge","Mario Charette","Dominique Bellemare","Alain Savard","Manon Fortier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Katherine-Erika Vincent","","Vanessa Robidoux","Janie Arseneau","","","Alexandre Laplante","","Frédéric Gauthier","","","","","",""
"31008","Beaulac-Garthby","96, route 112","Beaulac-Garthby","96, route 112","Beaulac-Garthby","G0Y1B0","info@beaulac-garthby.com","www.beaulac-garthby.com","4184582375","0000000000","05","Municipalité","Beaugarthois, oise*","Chaudière-Appalaches (12)","L'Amiante (31)","MRC Les Appalaches (310)","","","2000-03-15","","93.93","948","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Mégantic (104)","75.31","Gilles Drolet","Johane Patenaude","Jean-Guy Levasseur","Lise Bernier","Christina Pinard","France Jutras","Manon Jolin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Claude Lebel","","","","","","","","Rami-James Forest","","","","Jean-Marc Goulet","",""
"19105","Beaumont","48, chemin du Domaine","Beaumont","48, chemin du Domaine","Beaumont","G0R1C0","info@beaumont-qc.com","www.beaumont-qc.com","4188333369","0000000000","05","Municipalité","Beaumontois, oise*","Chaudière-Appalaches (12)","Bellechasse (19)","MRC Bellechasse (190)","","","1855-07-01","","44.83","3096","2025-11-02","B","En bloc / tout le conseil","E","Élection","District","","Bellechasse (822)","44.53","David L. Christopher","Gaétan Lefebvre","Nicole Massicotte","Claude Lemieux","Suzanne Lachance","Ouellet Dave","Donald Mercier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Richard Tremblay","","","","Richard Tremblay","","Dany Lavoie","","Normand Champagne","","","","","",""
"21025","Beaupré","10995, rue des Montagnards","Beaupré","10995, rue des Montagnards","Beaupré","G0A1E0","mairie@villedebeaupre.com","www.villedebeaupre.com","4188274541","4188273818","10","Ville","Beaupréen, enne*","Capitale-Nationale (03)","La Côte-de-Beaupré (21)","MRC La Côte-de-Beaupré (210)","","","1928-04-23","1962-09-08","27","4194","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","Communauté métropolitaine de Québec (235)","Charlevoix--Côte-de-Beaupré (760)","22.65","Pierre Renaud","Nancy Pelletier","Christian Blouin","Michel Auger","Serge Simard","Michel Beaumont","Michèle Abdelnour","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Roch Lemieux","","Roch Lemieux","Johanne Gagnon","","","Patrick Goupil","Gilles Carrier","Pierre-Olivier Gagnon","Roch Lemieux","Émile Savard","","Émile Savard","",""
"38010","Bécancour","1295, avenue Nicolas-Perrot","Bécancour","1295, avenue Nicolas-Perrot","Bécancour","G9H1A1","info@ville.becancour.qc.ca","www.becancour.net","8192946500","8192946535","10","Ville","Bécancourois, oise*","Centre-du-Québec (17)","Bécancour (38)","MRC Bécancour (380)","","","1965-10-17","","495.29","14438","2025-11-02","B","En bloc / tout le conseil","E","Élection","Sans division","","Nicolet-Bécancour (150)","439.37","Lucie Allard","Jasmine Hébert","Guillaume Carignan","Pierre Moras","Annie Gauthier","Marion Lamothe","Pascal Doucet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Grégory  Gihoul","","Guylaine Giroux","Isabelle Auger St-Yves","","","Luc Demarais","","Poste Vacant","Grégory  Gihoul","","Marie-Michelle Barette","","",""
